# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items	category
GO:0001228	MF	p	DNA-binding transcription activator activity, RNA polymerase II-specific	68/4388	444/19370	0.00011680476424580842	4	68	0.008086904849580892	367, 988, 1388, 2034, 2113, 2118, 2119, 2120, 2122, 2295, 2296, 2309, 2313, 2624, 2625, 2969, 3091, 3196, 3206, 3211, 3212, 3213, 3298, 3659, 3661, 3725, 4205, 4303, 4487, 4609, 4613, 4772, 5087, 5966, 5993, 6656, 6667, 6720, 6722, 6777, 7020, 7376, 7490, 7528, 7547, 7770, 7799, 8061, 8456, 9095, 9516, 10488, 22877, 22926, 26205, 28999, 30062, 51043, 55810, 57326, 63976, 64763, 64764, 64919, 80034, 90993, 148327, 284370	MAPTAC_class_II
GO:0045653	BP	e	negative regulation of megakaryocyte differentiation	14/711	18/19370	1.0004869781450844e-07	8	14	0.0004321485632843025	8294, 8359, 8360, 8361, 8362, 8363, 8364, 8365, 8366, 8367, 8368, 8370, 121504, 554313	K562+DC (phagocytosis)
GO:0006335	BP	e	DNA replication-dependent nucleosome assembly	14/711	32/19370	1.2926581247954187e-07	9	14	0.0004321485632843025	8294, 8359, 8360, 8361, 8362, 8363, 8364, 8365, 8366, 8367, 8368, 8370, 121504, 554313	K562+DC (phagocytosis)
GO:0031623	BP	e	receptor internalization	12/711	41/19370	1.7432970339954053e-07	7	12	0.0004321485632843025	156, 948, 1213, 3576, 3688, 3689, 4035, 7037, 7430, 8301, 11006, 11031	K562+DC (phagocytosis)
GO:0006352	BP	e	DNA-templated transcription, initiation	14/711	33/19370	1.7939709772501172e-07	8	14	0.0004321485632843025	8294, 8359, 8360, 8361, 8362, 8363, 8364, 8365, 8366, 8367, 8368, 8370, 121504, 554313	K562+DC (phagocytosis)
GO:0006898	BP	e	receptor-mediated endocytosis	18/711	70/19370	2.0413675396755952e-07	6	18	0.0004321485632843025	948, 950, 1213, 2213, 3482, 3684, 3689, 3949, 4035, 4360, 5538, 6653, 7048, 8301, 9784, 10487, 28988, 85021	K562+DC (phagocytosis)
GO:0007229	BP	e	integrin-mediated signaling pathway	17/711	93/19370	2.508602348111441e-07	6	17	0.0004321485632843025	102, 3055, 3611, 3676, 3683, 3684, 3687, 3688, 3689, 5786, 7094, 7791, 8482, 8751, 8754, 8829, 83706	K562+DC (phagocytosis)
GO:0006336	BP	e	DNA replication-independent nucleosome assembly	14/711	27/19370	2.9757379326633324e-07	9	14	0.0004321485632843025	8294, 8359, 8360, 8361, 8362, 8363, 8364, 8365, 8366, 8367, 8368, 8370, 121504, 554313	K562+DC (phagocytosis)
GO:0032200	BP	e	telomere organization	14/711	27/19370	2.9757379326633324e-07	6	14	0.0004321485632843025	8294, 8359, 8360, 8361, 8362, 8363, 8364, 8365, 8366, 8367, 8368, 8370, 121504, 554313	K562+DC (phagocytosis)
GO:0002548	BP	e	monocyte chemotaxis	11/711	44/19370	3.8272791812112577e-07	7	11	0.0004321485632843025	301, 3958, 5155, 6223, 6283, 6348, 6349, 6357, 6361, 6362, 414062	K562+DC (phagocytosis)
GO:0002181	BP	e	cytoplasmic translation	20/711	85/19370	4.216354456773528e-07	8	20	0.0004321485632843025	6128, 6130, 6132, 6134, 6152, 6159, 6164, 6169, 6187, 6193, 6204, 6207, 6208, 6210, 6222, 6223, 6228, 9045, 9349, 55854	K562+DC (phagocytosis)
GO:0046718	BP	e	viral entry into host cell	22/711	97/19370	4.557672038350807e-07	6	22	0.0004321485632843025	156, 290, 942, 950, 1508, 1604, 3416, 3688, 3916, 3949, 4179, 4360, 4864, 5245, 6510, 6520, 7037, 8673, 8829, 11060, 50848, 83737	K562+DC (phagocytosis)
GO:0022617	BP	e	extracellular matrix disassembly	12/711	45/19370	4.898787321292588e-07	6	12	0.0004321485632843025	101, 102, 1520, 1991, 3936, 4313, 4318, 4321, 4323, 5045, 8751, 10211	K562+DC (phagocytosis)
GO:0008360	BP	e	regulation of cell shape	24/711	148/19370	5.001233383543247e-07	6	24	0.0004321485632843025	226, 301, 1436, 1690, 3055, 3689, 5361, 5880, 6348, 6357, 7430, 9344, 9368, 9948, 10269, 10507, 23129, 23433, 23654, 30011, 50848, 54509, 56990, 221472	K562+DC (phagocytosis)
GO:0006334	BP	e	nucleosome assembly	18/711	110/19370	5.243685866759314e-07	8	18	0.0004321485632843025	3008, 3014, 8294, 8359, 8360, 8361, 8362, 8363, 8364, 8365, 8366, 8367, 8368, 8370, 8971, 121504, 255626, 554313	K562+DC (phagocytosis)
GO:0098609	BP	e	cell-cell adhesion	20/711	149/19370	5.581411333192052e-07	3	20	0.0004321485632843025	101, 301, 302, 945, 960, 965, 1000, 1475, 1500, 1829, 1832, 3683, 3689, 3728, 4026, 6464, 7094, 7148, 10298, 50848	K562+DC (phagocytosis)
GO:0070374	BP	e	positive regulation of ERK1 and ERK2 cascade	26/711	205/19370	5.602314869995819e-07	9	26	0.0004321485632843025	246, 408, 537, 948, 960, 972, 1436, 1880, 2266, 3965, 4035, 4853, 5155, 5245, 5788, 6348, 6349, 6357, 6361, 6362, 6464, 8482, 8829, 10457, 29108, 414062	K562+DC (phagocytosis)
GO:0030574	BP	e	collagen catabolic process	11/711	38/19370	7.758756325749327e-07	3	11	0.0005087125002996506	1508, 1520, 4313, 4318, 4321, 4323, 5045, 5657, 8751, 9902, 64386	K562+DC (phagocytosis)
GO:0006508	BP	e	proteolysis	47/711	414/19370	7.787850783840716e-07	5	47	0.0005087125002996506	101, 290, 327, 642, 717, 824, 1075, 1200, 1508, 1509, 1512, 1520, 1522, 1738, 1991, 2687, 2923, 3416, 3933, 4012, 4048, 4057, 4313, 4318, 4321, 4323, 5304, 5328, 5476, 5641, 5657, 7037, 7064, 7174, 7804, 8751, 9528, 10269, 23581, 25797, 54504, 55486, 55748, 59342, 64386, 79956, 113791	K562+DC (phagocytosis)
GO:0019886	BP	e	antigen processing and presentation of exogenous peptide antigen via MHC class II	12/711	30/19370	8.228159906750642e-07	5	12	0.0005087125002996506	567, 972, 1509, 1520, 2213, 3108, 3113, 3115, 3122, 3127, 5641, 10437	K562+DC (phagocytosis)
GO:0030593	BP	e	neutrophil chemotaxis	14/711	78/19370	8.24359909738536e-07	9	14	0.0005087125002996506	3576, 3689, 3958, 6279, 6280, 6283, 6348, 6349, 6357, 6361, 6362, 8729, 120425, 414062	K562+DC (phagocytosis)
GO:0032355	BP	e	response to estradiol	16/711	103/19370	1.0516682090399272e-06	5	16	0.0006180804302843232	301, 338, 374, 637, 811, 847, 1277, 1938, 2687, 2821, 2950, 3767, 5066, 8854, 10095, 29966	K562+DC (phagocytosis)
GO:0006955	BP	e	immune response	30/711	291/19370	1.170059630190415e-06	2	30	0.000626102548384586	563, 567, 714, 942, 1075, 1520, 1880, 2213, 2217, 3113, 3122, 3133, 3556, 3557, 3588, 4065, 5008, 5724, 6362, 7057, 7850, 8482, 8530, 8809, 9235, 9466, 10507, 10512, 23545, 375387	K562+DC (phagocytosis)
GO:0071346	BP	e	cellular response to interferon-gamma	17/711	92/19370	1.2105514048181409e-06	6	17	0.000626102548384586	199, 965, 2597, 3113, 3965, 4360, 6348, 6349, 6357, 6361, 6362, 6814, 7431, 7791, 140885, 201626, 414062	K562+DC (phagocytosis)
GO:0030335	BP	e	positive regulation of cell migration	32/711	229/19370	1.217506170898563e-06	7	32	0.000626102548384586	90, 102, 199, 1012, 1277, 1435, 1436, 1512, 2152, 2896, 3309, 3611, 3687, 3688, 4067, 4318, 4323, 5155, 5328, 6348, 6386, 7057, 8482, 8754, 8895, 10396, 10399, 10457, 10507, 10512, 83706, 91663	K562+DC (phagocytosis)
GO:0006954	BP	e	inflammatory response	47/711	386/19370	1.3552961846728058e-06	4	47	0.0006690826204492707	101, 199, 246, 301, 958, 960, 1435, 1436, 2213, 2687, 3055, 3556, 3557, 3576, 3588, 3683, 3689, 3965, 3988, 4065, 5724, 5966, 6279, 6280, 6283, 6348, 6349, 6357, 6361, 6362, 7057, 7128, 8455, 8482, 8809, 10949, 23646, 29108, 50848, 51311, 54472, 64386, 83737, 122618, 255626, 375387, 414062	K562+DC (phagocytosis)
GO:0006412	BP	e	translation	23/711	188/19370	1.6604014188348125e-06	7	23	0.000788179781202279	438, 1615, 2687, 2935, 6128, 6130, 6132, 6134, 6152, 6159, 6164, 6169, 6187, 6193, 6204, 6207, 6208, 6210, 6222, 6223, 6228, 9045, 9349	K562+DC (phagocytosis)
GO:0002250	BP	e	adaptive immune response	23/711	189/19370	1.815527756406113e-06	3	23	0.0008298979099838611	214, 301, 942, 1512, 1520, 1880, 3108, 3113, 3115, 3122, 3127, 3133, 3903, 4067, 4179, 7462, 8832, 11006, 27074, 28988, 50856, 127544, 259307	K562+DC (phagocytosis)
GO:0006826	BP	e	iron ion transport	7/711	18/19370	1.9474674147143217e-06	8	7	0.0008584158154430056	567, 1356, 2512, 4057, 4241, 7018, 7037	K562+DC (phagocytosis)
GO:0034976	BP	e	response to endoplasmic reticulum stress	13/711	76/19370	3.5630818096576654e-06	4	13	0.0014658518564931635	246, 1938, 2923, 3576, 5034, 7057, 7184, 7186, 9601, 10211, 10525, 29979, 116496	K562+DC (phagocytosis)
GO:0006879	BP	e	cellular iron ion homeostasis	11/711	55/19370	4.13394899906728e-06	10	11	0.0016458451144028506	48, 537, 1356, 2512, 3263, 7018, 7037, 9114, 23545, 51310, 80762	K562+DC (phagocytosis)
GO:0050731	BP	e	positive regulation of peptidyl-tyrosine phosphorylation	14/711	90/19370	4.847536096580076e-06	10	14	0.0018696340782497285	90, 948, 960, 972, 3059, 5008, 5155, 5788, 5795, 7804, 8829, 10507, 90070, 253260	K562+DC (phagocytosis)
GO:0007159	BP	e	leukocyte cell-cell adhesion	8/711	28/19370	5.1284606387080076e-06	4	8	0.0019180442788767954	3676, 3683, 3688, 3689, 5788, 7430, 50848, 83706	K562+DC (phagocytosis)
GO:0051603	BP	e	proteolysis involved in cellular protein catabolic process	8/711	29/19370	6.855388283119676e-06	6	8	0.002488505946772443	824, 1075, 1508, 1512, 1520, 1522, 3416, 5641	K562+DC (phagocytosis)
GO:0060666	BP	e	dichotomous subdivision of terminal units involved in salivary gland branching	4/711	5/19370	8.740185693931761e-06	6	4	0.0030820391952715944	5361, 8829, 10512, 23129	K562+DC (phagocytosis)
GO:0055072	BP	e	iron ion homeostasis	8/711	30/19370	9.049050935209197e-06	9	8	0.0031023162956208853	567, 1356, 2512, 4057, 4241, 7018, 8301, 55240	K562+DC (phagocytosis)
GO:0051092	BP	e	positive regulation of NF-kappaB transcription factor activity	18/711	151/19370	1.1138379892324755e-05	12	18	0.003643974276409289	101, 847, 948, 958, 2319, 3556, 3965, 4057, 6279, 6280, 6283, 7037, 7185, 7186, 8809, 10211, 10935, 29108	K562+DC (phagocytosis)
GO:0016477	BP	e	cell migration	24/711	243/19370	1.1219496232665126e-05	4	24	0.003643974276409289	960, 967, 2022, 2239, 3688, 3689, 3728, 3936, 6548, 7057, 7128, 8455, 8754, 9344, 10092, 10298, 23022, 23080, 23433, 30011, 54509, 57144, 81873, 140885	K562+DC (phagocytosis)
GO:0006909	BP	e	phagocytosis	11/711	62/19370	1.3904072813121964e-05	5	11	0.004316705354613711	301, 311, 1991, 3683, 3688, 3949, 4035, 5657, 23184, 56990, 122618	K562+DC (phagocytosis)
GO:0002503	BP	e	peptide antigen assembly with MHC class II protein complex	6/711	16/19370	1.399029445669652e-05	8	6	0.004316705354613711	567, 3108, 3113, 3115, 3122, 3127	K562+DC (phagocytosis)
GO:0043547	BP	e	positive regulation of GTPase activity	18/711	154/19370	1.4635108006486716e-05	6	18	0.004351765757996903	958, 3688, 4594, 5657, 6281, 6348, 6349, 6357, 6361, 6362, 8301, 10399, 10507, 50848, 55854, 81704, 375790, 414062	K562+DC (phagocytosis)
GO:0008284	BP	e	positive regulation of cell population proliferation	38/711	491/19370	1.5039070875157026e-05	5	38	0.004351765757996903	102, 199, 374, 408, 811, 942, 1435, 1436, 1512, 2322, 3055, 3059, 3371, 3572, 3611, 3687, 3688, 4067, 4597, 5008, 5155, 5641, 5657, 5880, 6210, 6302, 6386, 6464, 7048, 7057, 8085, 8854, 9236, 9349, 10294, 10935, 22941, 90070	K562+DC (phagocytosis)
GO:0050870	BP	e	positive regulation of T cell activation	8/711	32/19370	1.5238379955644672e-05	8	8	0.004351765757996903	567, 3108, 3113, 3115, 3122, 3127, 29108, 140885	K562+DC (phagocytosis)
GO:0042542	BP	e	response to hydrogen peroxide	10/711	52/19370	1.6320929015344704e-05	5	10	0.004476286797941874	374, 824, 847, 1277, 1938, 3039, 3040, 3939, 8754, 10935	K562+DC (phagocytosis)
GO:0043066	BP	e	negative regulation of apoptotic process	37/711	473/19370	1.6832224014483508e-05	7	37	0.004516158886668597	102, 199, 213, 301, 847, 960, 972, 1512, 2316, 2950, 3055, 3301, 3309, 3315, 3572, 4057, 4318, 4353, 4853, 5538, 5716, 6134, 6464, 6548, 7037, 7057, 7184, 7416, 8887, 10507, 10935, 23204, 25816, 50515, 56005, 83737, 90070	K562+DC (phagocytosis)
GO:0002381	BP	e	immunoglobulin production involved in immunoglobulin-mediated immune response	6/711	17/19370	2.0950985903321718e-05	7	6	0.005220501033967934	567, 3108, 3113, 3115, 3122, 3127	K562+DC (phagocytosis)
GO:0050765	BP	e	negative regulation of phagocytosis	6/711	17/19370	2.0950985903321718e-05	7	6	0.005220501033967934	1265, 2213, 5657, 8724, 10399, 140885	K562+DC (phagocytosis)
GO:0006892	BP	e	post-Golgi vesicle-mediated transport	6/711	17/19370	2.0950985903321718e-05	6	6	0.005220501033967934	6102, 6272, 6653, 8729, 10066, 10067	K562+DC (phagocytosis)
GO:0007162	BP	e	negative regulation of cell adhesion	9/711	43/19370	2.114933168841328e-05	5	9	0.005220501033967934	102, 1012, 3371, 5361, 7045, 10507, 23129, 23654, 168002	K562+DC (phagocytosis)
GO:0010951	BP	e	negative regulation of endopeptidase activity	17/711	144/19370	2.2048330252993185e-05	10	17	0.00533569592122435	2, 197, 302, 462, 684, 1471, 1475, 1476, 1992, 2597, 3933, 5037, 5045, 5054, 6692, 117166, 144568	K562+DC (phagocytosis)
GO:0034975	BP	e	protein folding in endoplasmic reticulum	5/711	11/19370	2.5247957376846343e-05	3	5	0.005927814004758936	811, 2923, 3309, 5034, 7184	K562+DC (phagocytosis)
GO:0001765	BP	e	membrane raft assembly	4/711	6/19370	2.5455691318443012e-05	6	4	0.005927814004758936	302, 2319, 6281, 10211	K562+DC (phagocytosis)
GO:0001649	BP	e	osteoblast differentiation	14/711	105/19370	2.9640299590788722e-05	4	14	0.006753649563300718	847, 1213, 1277, 1291, 2194, 3183, 3295, 3371, 5245, 6348, 7171, 8482, 9902, 10457	K562+DC (phagocytosis)
GO:0010629	BP	e	negative regulation of gene expression	22/711	225/19370	3.009647755481604e-05	6	22	0.006753649563300718	102, 199, 948, 2022, 2319, 3576, 3949, 3965, 4035, 4179, 4853, 5155, 5641, 5966, 6348, 8301, 10399, 10664, 11060, 23181, 80762, 91663	K562+DC (phagocytosis)
GO:0006911	BP	e	phagocytosis, engulfment	7/711	26/19370	3.113909080237144e-05	7	7	0.006862833190765506	199, 948, 1182, 2213, 2934, 3684, 3689	K562+DC (phagocytosis)
GO:0045766	BP	e	positive regulation of angiogenesis	16/711	134/19370	3.31642520547621e-05	7	16	0.00718093331333112	958, 1512, 2022, 2152, 2896, 3315, 3576, 3687, 3688, 3728, 5054, 7048, 7057, 8829, 10298, 56005	K562+DC (phagocytosis)
GO:0007160	BP	e	cell-matrix adhesion	13/711	93/19370	3.416741431045154e-05	4	13	0.0072705901279240155	960, 967, 2266, 3611, 3676, 3683, 3688, 3689, 7148, 7791, 8751, 8754, 83706	K562+DC (phagocytosis)
GO:0071260	BP	e	cellular response to mechanical stimulus	12/711	81/19370	3.783236178499937e-05	5	12	0.007914017104245122	476, 958, 1265, 1277, 2022, 3759, 5339, 6513, 6548, 8797, 50848, 51311	K562+DC (phagocytosis)
GO:0001895	BP	e	retina homeostasis	8/711	37/19370	4.755406309955081e-05	6	8	0.009781870779577602	213, 563, 567, 3315, 3933, 4057, 5304, 7018	K562+DC (phagocytosis)
GO:1990428	BP	e	miRNA transport	3/711	3/19370	4.925525687200282e-05	8	3	0.009804973876036434	3181, 4904, 7048	K562+DC (phagocytosis)
GO:0055096	BP	e	low-density lipoprotein particle mediated signaling	3/711	3/19370	4.925525687200282e-05	6	3	0.009804973876036434	948, 1012, 4023	K562+DC (phagocytosis)
GO:0018149	BP	e	peptide cross-linking	7/711	28/19370	5.25748164595491e-05	7	7	0.009982744380673154	301, 1475, 1832, 2312, 3713, 7053, 7057	K562+DC (phagocytosis)
GO:0042744	BP	e	hydrogen peroxide catabolic process	7/711	28/19370	5.25748164595491e-05	5	7	0.009982744380673154	847, 3039, 3040, 4353, 10549, 10935, 137902	K562+DC (phagocytosis)
GO:0034113	BP	e	heterotypic cell-cell adhesion	7/711	28/19370	5.25748164595491e-05	4	7	0.009982744380673154	965, 3676, 3687, 3688, 3689, 5788, 140885	K562+DC (phagocytosis)
GO:0007041	BP	e	lysosomal transport	6/711	20/19370	5.970743345112056e-05	5	6	0.011165290055359543	411, 2896, 3482, 4035, 4864, 5660	K562+DC (phagocytosis)
GO:0001934	BP	e	positive regulation of protein phosphorylation	19/711	188/19370	6.60177141301919e-05	9	19	0.012005903870414426	199, 302, 408, 958, 972, 1436, 2022, 3611, 4067, 4318, 7037, 8482, 8878, 10211, 10399, 10457, 10507, 56005, 116496	K562+DC (phagocytosis)
GO:0097242	BP	e	amyloid-beta clearance	5/711	13/19370	6.614823069098857e-05	2	5	0.012005903870414426	3416, 3684, 3689, 3949, 4035	K562+DC (phagocytosis)
GO:0019221	BP	e	cytokine-mediated signaling pathway	16/711	142/19370	6.751788875420453e-05	6	16	0.012076895405860759	960, 1436, 1438, 2152, 2322, 3055, 3460, 3572, 3588, 3716, 5795, 7804, 7850, 9466, 53833, 55854	K562+DC (phagocytosis)
GO:0016236	BP	e	macroautophagy	10/711	61/19370	6.909813394905612e-05	5	10	0.012182988131417868	7415, 8878, 10490, 11345, 27243, 29979, 30849, 51160, 93343, 137492	K562+DC (phagocytosis)
GO:1904646	BP	e	cellular response to amyloid-beta	8/711	39/19370	7.102381709276186e-05	7	8	0.012346140148716435	142, 948, 2213, 3676, 4035, 4363, 5641, 58533	K562+DC (phagocytosis)
GO:0042493	BP	e	response to drug	25/711	284/19370	7.458377798549359e-05	3	25	0.012784902609680028	301, 347, 408, 476, 567, 642, 811, 847, 1277, 1938, 2022, 3030, 3767, 3939, 4023, 4067, 4363, 4864, 5066, 6185, 6281, 7048, 7057, 7804, 10512	K562+DC (phagocytosis)
GO:0071356	BP	e	cellular response to tumor necrosis factor	15/711	131/19370	9.405118476728776e-05	6	15	0.01590109208764199	338, 958, 965, 1277, 2629, 3576, 3767, 6348, 6349, 6357, 6361, 6362, 7057, 29108, 414062	K562+DC (phagocytosis)
GO:1900026	BP	e	positive regulation of substrate adhesion-dependent cell spreading	8/711	41/19370	0.00010338580069005728	8	8	0.01724307502860388	811, 2266, 2316, 3611, 5034, 6281, 8829, 91663	K562+DC (phagocytosis)
GO:0150094	BP	e	amyloid-beta clearance by cellular catabolic process	4/711	8/19370	0.00011197614932018977	4	4	0.017948177076750418	948, 3416, 3949, 4035	K562+DC (phagocytosis)
GO:0072594	BP	e	establishment of protein localization to organelle	4/711	8/19370	0.00011197614932018977	6	4	0.017948177076750418	968, 3916, 3920, 27074	K562+DC (phagocytosis)
GO:1903979	BP	e	negative regulation of microglial cell activation	4/711	8/19370	0.00011197614932018977	9	4	0.017948177076750418	2896, 3949, 5788, 8530	K562+DC (phagocytosis)
GO:0043171	BP	e	peptide catabolic process	5/711	15/19370	0.00014517739122016208	6	5	0.022971530287682576	290, 1200, 3416, 4012, 4048	K562+DC (phagocytosis)
GO:0048247	BP	e	lymphocyte chemotaxis	7/711	33/19370	0.00016168942604240198	8	7	0.025260391091333236	101, 6348, 6349, 6357, 6361, 6362, 414062	K562+DC (phagocytosis)
GO:0015031	BP	e	protein transport	28/711	357/19370	0.00016375586254966949	5	28	0.025263435694850258	408, 967, 1277, 2664, 2665, 5538, 6102, 7184, 7879, 8673, 8724, 8729, 9527, 9961, 10015, 10066, 10067, 11316, 11345, 23225, 25930, 26984, 27243, 51510, 56943, 57020, 79651, 93343	K562+DC (phagocytosis)
GO:0065003	BP	e	protein-containing complex assembly	14/711	123/19370	0.00016999492953012274	5	14	0.025894346291416147	637, 829, 958, 972, 1615, 3556, 5518, 6513, 7185, 7186, 8301, 9368, 10465, 23225	K562+DC (phagocytosis)
GO:0051897	BP	e	positive regulation of protein kinase B signaling	13/711	109/19370	0.00017993954256881586	8	13	0.025894346291416147	101, 2022, 2152, 3059, 3611, 3688, 5008, 5245, 5795, 6348, 7057, 56005, 253260	K562+DC (phagocytosis)
GO:0045332	BP	e	phospholipid translocation	6/711	24/19370	0.0001828821022040989	7	6	0.025894346291416147	4363, 10396, 23200, 23250, 55754, 374868	K562+DC (phagocytosis)
GO:0001916	BP	e	positive regulation of T cell mediated cytotoxicity	6/711	24/19370	0.0001828821022040989	9	6	0.025894346291416147	563, 567, 3122, 3133, 5788, 8417	K562+DC (phagocytosis)
GO:0006629	BP	e	lipid metabolic process	15/711	139/19370	0.00018356923403251436	3	15	0.025894346291416147	221, 239, 246, 347, 498, 948, 1200, 2171, 3028, 3557, 3931, 3949, 4035, 4048, 7804	K562+DC (phagocytosis)
GO:0071363	BP	e	cellular response to growth factor stimulus	9/711	56/19370	0.00018566576742293467	5	9	0.025894346291416147	90, 847, 5155, 6464, 7048, 7057, 7804, 8895, 10399	K562+DC (phagocytosis)
GO:0002605	BP	e	negative regulation of dendritic cell antigen processing and presentation	3/711	4/19370	0.0001916191497872347	6	3	0.025894346291416147	968, 2213, 7057	K562+DC (phagocytosis)
GO:0022615	BP	e	protein to membrane docking	3/711	4/19370	0.0001916191497872347	3	3	0.025894346291416147	6814, 7879, 8724	K562+DC (phagocytosis)
GO:0042159	BP	e	lipoprotein catabolic process	3/711	4/19370	0.0001916191497872347	6	3	0.025894346291416147	338, 1509, 3949	K562+DC (phagocytosis)
GO:0015917	BP	e	aminophospholipid transport	3/711	4/19370	0.0001916191497872347	7	3	0.025894346291416147	950, 23200, 55754	K562+DC (phagocytosis)
GO:0043315	BP	e	positive regulation of neutrophil degranulation	3/711	4/19370	0.0001916191497872347	11	3	0.025894346291416147	3684, 3689, 5724	K562+DC (phagocytosis)
GO:0060054	BP	e	positive regulation of epithelial cell proliferation involved in wound healing	4/711	9/19370	0.0001956992314512358	7	4	0.025894346291416147	2683, 4321, 90070, 120425	K562+DC (phagocytosis)
GO:0071526	BP	e	semaphorin-plexin signaling pathway	7/711	34/19370	0.00019721832372331208	6	7	0.025894346291416147	2316, 8482, 8829, 10507, 10512, 23129, 23654	K562+DC (phagocytosis)
GO:0006096	BP	e	glycolytic process	7/711	34/19370	0.00019721832372331208	12	7	0.025894346291416147	226, 2023, 2026, 2597, 2821, 3939, 7167	K562+DC (phagocytosis)
GO:0002931	BP	e	response to ischemia	9/711	57/19370	0.00021339788672287475	3	9	0.027723754925618103	637, 1435, 1436, 1938, 3767, 5027, 8878, 9131, 10525	K562+DC (phagocytosis)
GO:0071347	BP	e	cellular response to interleukin-1	11/711	83/19370	0.00021977367746749374	6	11	0.028254653409414663	958, 2266, 3576, 6348, 6349, 6357, 6361, 6362, 29108, 140885, 414062	K562+DC (phagocytosis)
GO:0061844	BP	e	antimicrobial humoral immune response mediated by antimicrobial peptide	10/711	70/19370	0.00022596902679804603	6	10	0.028751646688056538	2597, 3576, 4057, 6037, 6039, 6223, 6280, 6283, 6357, 51297	K562+DC (phagocytosis)
GO:0002639	BP	e	positive regulation of immunoglobulin production	6/711	25/19370	0.00023321448676968956	8	6	0.029074072683954625	942, 2821, 3133, 3263, 5245, 5788	K562+DC (phagocytosis)
GO:0043409	BP	e	negative regulation of MAPK cascade	6/711	25/19370	0.00023321448676968956	8	6	0.029074072683954625	2950, 5027, 5037, 5716, 11006, 161742	K562+DC (phagocytosis)
